sõna	liik	kokku	aja	ilu
laulupidu	S	11	10	1
lauluväljak	S	13	11	2
laup	S	36	10	26
laupäev	S	150	137	13
laupäevane	A	12	10	2
laureaat	S	11	8	3
lausa	D	205	69	136
lause	S	102	28	74
lausuma	V	263	121	142
laut	S	76	22	54
lava	S	73	46	27
lavastaja	S	73	58	15
lavastama	V	24	18	6
lavastus	S	43	38	5
lebama	V	51	9	42
lebav	A	10	1	9
leebe	A	33	7	26
leebelt	D	14	3	11
leebem	A	10	8	2
leebus	S	7	3	4
leedi	S	5	4	1
leedulane	S	7	6	1
leegionär	S	6	5	1
leek	S	22	3	19
leer	S/S	9	4	5
leevendama	V	29	14	15
legend	S	29	19	10
legendaarne	A	11	8	3
lehekülg	S	42	24	18
lehelugeja	S	5	4	1
lehkama	V	5	1	4
lehm	S	114	54	60
leht	S	199	68	131
lehv	S	5	1	4
lehvima	V	20	4	16
lehvitama	V	27	2	25
lehviv	A	5	1	4
leib	S	83	20	63
leid	S	32	11	21
leidja	S	6	2	4
leidlaps	S	6	1	5
leidlik	A	5	3	2
leidma	V	1102	630	472
leidmine	S	55	45	10
leiduma	V	112	52	60
leiduv	A	5	3	2
leige	A	13	1	12
leil	S	9	3	6
lein	S	11	5	6
leinama	V	8	1	7
leitnant	S	34	7	27
leiutaja	S	5	3	2
leiutama	V	20	5	15
leiutis	S	13	4	9
lekkima	V	10	5	5
leksikon	S	7	2	5
lektor	S	12	6	6
lelu	S	9	8	1
lemmik	S	21	17	4
lend	S	28	11	17
lendama	V	188	70	118
lendav	A	23	8	15
lendur	S	5	2	3
lennujaam	S	34	26	8
lennuk	S	122	73	49
lennutama	V	9	5	4
lennuvägi	S	7	5	2
lennuväli	S	38	26	12
leotama	V	8	2	6
lepe	S	30	28	2
lepik	S	8	4	4
leping	S	309	296	13
lepinguline	A	7	6	1
lepitus	S	6	2	4
leplik	A	10	1	9
leplikult	D	5	1	4
lepp	S	8	2	6
leppima	V	137	83	54
lesima	V	10	1	9
lesk	S	14	1	13
lest	S	9	3	6
lett	S	47	14	33
levi	S	6	4	2
levima	V	74	48	26
levitama	V	15	8	7
levitamine	S	6	4	2
leviv	A	10	4	6
libahunt	S	9	2	7
libe	A/S	35	18	17
liberaalne	A	14	13	1
libisema	V	87	17	70
libisemine	S	5	4	1
libisev	A	7	2	5
libistama	V	32	3	29
liblikas	S	21	10	11
lift	S	30	5	25
ligemale	D	17	6	11
ligi	D	286	222	64
ligidal	D	9	1	8
ligikaudu	D	29	25	4
liha	S	94	62	32
lihas	S	21	5	16
lihatükk	S	5	4	1
lihav	A	11	1	10
lihtne	A	158	88	70
lihtrahvas	S	6	2	4
lihtsakoeline	A	5	1	4
lihtsalt	D	438	191	247
lihtsam	A	48	31	17
lihtsamalt	D	5	2	3
lihtsameelne	A	6	3	3
lihtsus	S	10	5	5
lihtsustama	V	12	11	1
lihvima	V	9	4	5
liialdama	V	23	11	12
liialdus	S	6	2	4
liialt	D	38	29	9
liiatigi	D	5	2	3
liibuv	A	7	2	5
liiduvabariik	S	5	2	3
liig	S	34	12	22
liiga	D/S	471	206	265
liige	S	411	368	43
liigitama	V	6	4	2
liigne	A	46	25	21
liigselt	D	5	3	2
liigutama	V	58	10	48
liigutav	A	9	3	6
liigutus	S	72	6	66
liik	S/S	54	33	21
liiklus	S	34	26	8
liikuma	V	321	121	200
liikumine	S	97	62	35
liikuv	A	37	25	12
liilia	S	14	2	12
liim	S	9	6	3
liimima	V	5	4	1
liin	S	90	72	18
liiper	S	11	9	2
liit	S	420	387	33
liiter	S	31	27	4
liitlane	S	20	14	6
liitma	V	22	15	7
liitmine	S	6	4	2
liitrine	A	9	8	1
liituma	V	41	35	6
liitumine	S	57	54	3
liiv	S	71	18	53
liivakast	S	6	2	4
liivane	A	7	1	6
liivarand	S	7	2	5
likvideerima	V	20	13	7
likvideerimine	S	19	18	1
lill	S	121	50	71
lilla	A/S	12	1	11
lilleline	A	7	1	6
lillepott	S	5	2	3
limonaad	S	10	2	8
limusiin	S	10	8	2
lina	S	28	2	26
linavästrik	S	6	3	3
lind	S	147	61	86
lindistama	V	10	9	1
link	S	7	4	3
linlane	S	21	18	3
linn	S	900	527	373
linnahall	S	5	4	1
linnajagu	S	6	3	3
linnake	S	10	5	5
linnakodanik	S	17	13	4
linnamaja	S	5	1	4
linnamüür	S	5	1	4
linnaosa	S	73	65	8
linnapea	S	141	135	6
linnapilt	S	8	6	2
linnarahvas	S	16	12	4
linnavalitsus	S	222	217	5
linnavolinik	S	6	5	1
linnus	S	8	5	3
linnuvabrik	S	5	2	3
lint	S	27	7	20
lipakas	S	5	1	4
lipp	S/S	72	37	35
lippama	V	16	6	10
lips	S	20	3	17
lipsama	V	15	1	14
lipukandja	S	5	2	3
lipuvarras	S	6	1	5
lisa	S	230	182	48
lisama	V	518	387	131
lisamine	S	5	3	2
lisand	S	8	5	3
lisanduma	V	70	64	6
literaat	S	5	3	2
litsuma	V	12	2	10
liud	S	6	1	5
liug	S	5	2	3
liuglema	V	8	1	7
liuväli	S	12	1	11
loba	S	6	1	5
lobisema	V	22	4	18
loendama	V	5	1	4
loeng	S	44	18	26
loengusari	S	8	7	1
loetelu	S	11	10	1
loetlema	V	12	11	1
loetu	S	6	4	2
logisema	V	5	1	4
lohakalt	D	7	2	5
lohakus	S	7	4	3
lohe	S	6	2	4
lohisema	V	11	4	7
lohistama	V	15	3	12
lohk	S	9	2	7
lohutama	V	39	3	36
lohutus	S	19	10	9
loid	A	9	5	4
loik	S	8	2	6
lojaalne	A	11	5	6
lokk	S/S	7	3	4
lokkav	A	7	4	3
lokkima	V	9	1	8
lokkis	D	5	1	4
loksutama	V	6	4	2
loll	A/S	62	15	47
lollakas	A/S	13	1	12
lollitama	V	5	1	4
lollus	S	18	6	12
lomp	S	6	1	5
lonkama	V	9	1	8
lonkima	V	14	1	13
loobuma	V	157	105	52
loobumine	S	25	21	4
loode	S/S	6	2	4
loodetav	A	5	4	1
loodetavasti	D	32	24	8
loodetuul	S	5	2	3
loodu	S	46	28	18
loodus	S	113	57	56
looduslik	A	15	9	6
loogika	S	28	13	15
loogiline	A	31	18	13
loogiliselt	D	5	4	1
looja	D/S	21	8	13
loojang	S	6	1	5
loojuma	V	9	2	7
loojuv	A	6	1	5
looklev	A	11	1	10
loom	S/S	203	82	121
looma	V	262	203	59
loomaaed	S	28	14	14
loomakaitseselts	S	5	4	1
loomake	S	5	3	2
loomaliha	S	8	5	3
loomatohter	S	5	3	2
loomine	S	103	94	9
looming	S	75	63	12
loominguline	A	25	18	7
loomulik	A	78	39	39
loomulikkus	S	7	1	6
loomulikult	D	149	89	60
loomulikum	A	7	1	6
loomus	S/S	18	3	15
loopima	V	30	13	17
loor	S	10	2	8
looritama	V	5	1	4
loos	S	7	5	2
loosung	S	19	15	4
lootma	V	393	228	165
loots	S	12	8	4
lootus	S	195	102	93
lootusetu	A	37	13	24
lootusetult	D	16	4	12
lootusetus	S	8	4	4
lootusrikas	A	6	4	2
lootustandev	A	7	4	3
loov	A	8	6	2
loovus	S	8	7	1
loovutama	V	20	15	5
loovutamine	S	7	6	1
loss	S	44	20	24
loterii	S	22	20	2
loteriipilet	S	5	4	1
luba	S	84	63	21
lubadus	S	58	48	10
lubama	V	552	337	215
lubamatu	A	13	7	6
lugeja	S	76	55	21
lugejakiri	S	5	4	1
lugema	V	542	205	337
lugematu	A	12	3	9
lugemine	S	46	28	18
lugemissaal	S	6	5	1
lugu	S	400	166	234
lugupeetud	A	20	10	10
lugupidamine	S	15	4	11
luik	S	27	16	11
luiskama	V	6	1	5
lukk	S	37	6	31
lukku	D	18	4	14
luksus	S	9	4	5
luksuslik	A	8	4	4
lukustama	V	18	5	13
lumememm	S	6	5	1
lumesadu	S	7	4	3
lumetorm	S	7	6	1
lumi	S	154	50	104
lumine	A	18	8	10
lumm	S	5	2	3
lummus	S	10	3	7
lunastama	V	14	3	11
lurjus	S	10	3	7
lusikas	S	19	3	16
lust	S	18	1	17
lutikas	S	5	2	3
luts	S	26	23	3
luu	S	16	5	11
luuavars	S	6	4	2
luuk	S	24	1	23
luukere	S	9	3	6
luul	S	6	1	5
luule	S	38	22	16
luulekogu	S	6	4	2
luuletaja	S	28	20	8
luuletama	V	10	1	9
luuletus	S	69	31	38
luuraja	S	5	4	1
luurama	V	10	2	8
luure	S	11	6	5
luustik	S	9	6	3
lõbu	S	25	8	17
lõbumaja	S	8	7	1
lõbus	A	38	12	26
lõbusam	A	7	3	4
lõbustama	V	12	4	8
lõbutsema	V	5	1	4
lõhe	S/S	10	7	3
lõhenema	V	6	4	2
lõhestama	V	6	1	5
lõhkeaine	S	6	5	1
lõhkema	V	12	3	9
lõhki	D	28	8	20
lõhkine	A	5	2	3
lõhkuma	V	62	22	40
lõhkumine	S	10	8	2
lõhn	S	106	14	92
lõhnama	V	67	11	56
lõhnav	A	14	3	11
lõige	S	15	10	5
lõik	S	16	11	5
lõikama	V	143	60	83
lõikav	A	9	1	8
lõikuma	V/V	7	1	6
lõikus	S	14	12	2
lõikuskuu	S	5	3	2
lõke	S	26	3	23
lõks	S	16	1	15
lõng	S	18	7	11
lõoke	S	7	3	4
lõpetaja	S	14	11	3
lõpetama	V	303	180	123
lõpetamata	D	8	5	3
lõpetamine	S	51	37	14
lõpetanu	S	40	22	18
lõpetus	S	9	5	4
lõplik	A	55	39	16
lõplikult	D	71	29	42
lõpmatu	A	8	1	7
lõpmatus	S	14	3	11
lõpp	S	546	301	245
lõppema	V	257	143	114
lõppemine	S	15	13	2
lõppkokkuvõte	S	10	8	2
lõpptulemus	S	5	4	1
lõpujoon	S	5	4	1
lõpuks	D	383	133	250
lõpupoole	D	7	3	4
lõputu	A	36	6	30
lõputult	D	19	4	15
lõputunnistus	S	12	3	9
lõtv	A	21	4	17
lõtvuma	V	6	1	5
lõug	S	61	4	57
lõuna	S	99	48	51
lõunalaud	S	8	2	6
lõunasöök	S	12	6	6
lõunatund	S	5	3	2
lõvi	S	39	27	12
lõõmama	V	10	2	8
läbi	D	1012	407	605
läbielamine	S	7	4	3
läbielatud	A	6	2	4
läbikäimine	S	9	3	6
läbima	V	135	68	67
läbimine	S	5	3	2
läbimõõt	S	11	9	2
läbimärg	A	9	2	7
läbimüük	S	16	15	1
läbini	D	5	1	4
läbinisti	D	7	4	3
läbiotsimine	S	23	15	8
läbipaistev	A	24	5	19
läbirääkimine	S	134	129	5
läbisaamine	S	8	6	2
läbisegi	D	11	1	10
läbiv	A	8	6	2
läbivaatamine	S	9	8	1
läbivaatus	S	5	2	3
läbiviimine	S	18	17	1
lähe	S	14	8	6
lähedal	D	131	72	59
lähedale	D	28	13	15
lähedalt	D	17	10	7
lähedane	A/S	57	31	26
lähedasem	A	11	6	5
lähedus	S	69	22	47
lähem	A	44	24	20
lähemal	D	41	22	19
lähemale	D	76	15	61
lähemalt	D	37	12	25
lähendama	V	6	1	5
lähenema	V	96	25	71
lähenemine	S	31	25	6
lähenev	A	27	8	19
lähetama	V	5	4	1
lähikond	S	5	3	2
lähim	A	34	21	13
lähiminevik	S	6	5	1
lähis	S	5	4	1
lähistel	D	7	5	2
lähitulevik	S	16	13	3
lähiümbrus	S	5	4	1
lähtuma	V	86	79	7
lähtuv	A	6	5	1
lähtuvalt	D	13	12	1
läige	S	9	5	4
läikiv	A	30	11	19
läinu	S	83	35	48
läinud	A	5	3	2
läitma	V	9	1	8
läkitama	V	22	8	14
läkitus	S	10	1	9
lämbuma	V	12	1	11
lämmatama	V	17	3	14
läppuma	V	7	1	6
lärm	S	16	2	14
lärmakas	A	8	5	3
lärmama	V	5	2	3
läti	A	9	8	1
lätlane	S	22	21	1
lävi	S	21	2	19
lävima	V	7	3	4
lääge	A	7	3	4
läänemaailm	S	5	4	1
läänepoolne	A	6	4	2
lääs	S	145	105	40
lömastama	V	7	4	3
lösutama	V	11	1	10
löök	S	61	33	28
lööma	V	533	165	368
löömine	S	19	15	4
lühem	A	38	14	24
lühiajaline	A	12	10	2
lühidalt	D	43	27	16
lühike	A	136	53	83
lühinägelik	A	5	3	2
lühis	S	8	7	1
lükkama	V	183	85	98
lükkuma	V	12	9	3
lüli	S	5	2	3
lülitama	V	34	20	14
lüliti	S	7	4	3
lülituma	V	8	6	2
lüpsja	S	8	1	7
lüpsma	V	22	16	6
lütseum	S	6	3	3
lüüriline	A	5	1	4
maa	S	732	364	368
maa-ala	S	21	16	5
maa-alune	A	17	12	5
maadlema	V	14	2	12
maadligi	D	7	2	5
maadlus	S	6	5	1
maaelu	S	15	14	1
maagia	S	6	1	5
maagiline	A	9	4	5
maailm	S	649	344	305
maailmakuulus	A	6	3	3
maailmameister	S	38	32	6
maailmarekord	S	9	8	1
maailmasõda	S	32	22	10
maailmaturg	S	6	5	1
maailmavaade	S	12	8	4
maainimene	S	15	9	6
maakaart	S	5	1	4
maakeel	S	5	3	2
maakera	S	15	5	10
maakond	S	85	81	4
maakonnakeskus	S	5	3	2
maakool	S	7	6	1
maal	S	77	49	28
maalija	S	14	6	8
maalikunst	S	13	9	4
maaliline	A	10	6	4
maalima	V	50	15	35
maamees	S	14	11	3
maamuld	S	6	3	3
maamõõtja	S	5	1	4
maandama	V	5	3	2
maanduma	V	32	13	19
maantee	S	107	57	50
maaomand	S	5	4	1
maaomanik	S	5	4	1
maapealne	A	5	3	2
maapind	S	30	6	24
maarahvas	S	37	36	1
maas	D	38	11	27
maasikas	S	22	14	8
maastik	S	27	10	17
maatasa	D	6	4	2
maavalitsus	S	33	32	1
madal	A/S	109	41	68
madalaim	A	7	6	1
madalal	D	8	2	6
madalale	D	6	2	4
madalalt	D	8	2	6
madalam	A	38	22	16
madalamal	D	5	2	3
madalamale	D	9	5	4
madalrõhkkond	S	13	12	1
madrus	S	35	21	14
madu	S	28	13	15
maestro	S	22	5	17
maffia	S	8	6	2
magaja	S	13	1	12
magama	V	261	32	229
magamine	S	7	2	5
magamiskott	S	7	5	2
magamistuba	S	13	1	12
magav	A	14	3	11
magu	S	9	1	8
magus	A	48	16	32
magusam	A	5	4	1
magustoit	S	6	5	1
maha	D	631	225	406
mahajäetud	A	12	3	9
mahavõtmine	S	9	8	1
mahe	A	15	2	13
mahl	S	21	12	9
mahlakas	A	10	3	7
maht	S	59	52	7
mahti	D	19	2	17
mahtuma	V	108	48	60
mahukas	A	15	9	6
mahutama	V	17	11	6
mai	S	146	102	44
maik	S	6	2	4
maikuu	S	23	17	6
maimuke	S	6	3	3
maine	A/S	64	47	17
mainima	V	58	37	21
maitse	S	60	25	35
maitsekas	A	5	1	4
maitsestama	V	13	11	2
maitsev	A	12	3	9
maitsma	V	39	15	24
maiustus	S	5	4	1
maja	S	794	343	451
majaelanik	S	11	5	6
majahoidja	S	5	4	1
majakas	S	6	2	4
majake	S	14	4	10
majand	S	10	2	8
majandus	S	129	126	3
majanduskriis	S	11	10	1
majanduslik	A	74	69	5
majanduslikult	D	20	19	1
majandusministeerium	S	28	27	1
majandusteadlane	S	5	3	2
majaomanik	S	16	13	3
majapidamine	S	17	9	8
majesteet	S	8	1	7
major	S	21	8	13
makk	S	19	11	8
maks	S/S	132	109	23
maksimaalselt	D	11	10	1
maksimum	S	5	3	2
maksma	V	669	517	152
maksmine	S	30	29	1
makstav	A	8	7	1
maksuvaba	A	9	8	1
malbe	A	10	1	9
male	S	7	1	6
malelaud	S	6	3	3
malemäng	S	8	1	7
malend	S	6	2	4
maletaja	S	9	1	8
malev	S	18	16	2
mall	S/S	14	12	2
mamma	S	7	2	5
manama	V	19	3	16
maneer	S	9	3	6
manguma	V	8	2	6
manipulatsioon	S	6	2	4
manitsema	V	15	2	13
manner	S	14	9	5
mannetu	A	5	2	3
mantel	S	93	6	87
manu	D	11	2	9
manööver	S	7	6	1
margariin	S	6	4	2
mari	S	36	17	19
marineerima	V	6	4	2
mark	S/S	129	100	29
markeerima	V	6	4	2
marsruut	S	8	7	1
marss	S	13	7	6
marssija	S	6	4	2
marssima	V	22	4	18
maru	A/S	19	4	15
marutaud	S	9	4	5
masendama	V	8	2	6
masendus	S	10	5	5
masin	S	98	34	64
masinavärk	S	8	4	4
mask	S	34	18	16
mass	S	32	19	13
massiivne	A	8	3	5
massiline	A	18	14	4
massiliselt	D	10	7	3
mast	S/S	21	6	15
mastaap	S	8	7	1
matemaatika	S	25	13	12
matemaatiline	A	5	3	2
materiaalne	A	16	14	2
materjal	S	89	67	22
matk	S	16	11	5
matkima	V	5	2	3
matma	V	105	48	57
matmine	S	9	5	4
mats	A/S/S	5	1	4
matt	A/S/S	8	4	4
mattuma	V	12	5	7
matus	S	57	10	47
mausoleum	S	5	4	1
medal	S	40	39	1
meditsiin	S	15	12	3
meditsiiniline	A	9	6	3
meditsiiniõde	S	10	8	2
meede	S	18	17	1
meedik	S	11	5	6
meel	S	500	153	347
meeldetuletus	S	18	12	6
meeldima	V	282	78	204
meeldiv	A	72	32	40
meeldivalt	D	14	6	8
meelega	D	21	6	15
meelehea	S	5	3	2
meeleheide	S	14	1	13
meeleheitlik	A	9	2	7
meeleheitlikult	D	10	1	9
meelehärm	S	5	1	4
meelekindlus	S	5	3	2
meelelahutus	S	15	11	4
meeleldi	D	17	7	10
meelemürk	S	6	4	2
meeleolu	S	48	17	31
meelepaha	S	6	3	3
meelepärane	A	12	7	5
meelest	D	92	40	52
meelestama	V	9	7	2
meeletu	A	34	14	20
meeletult	D	9	3	6
meelevald	S	10	2	8
meelitama	V	53	21	32
meelsamini	D	10	7	3
meelsasti	D	15	6	9
meeltmööda	D	8	3	5
meene	S	42	28	14
meenuma	V	111	12	99
meenutama	V	265	147	118
meenutamine	S	9	2	7
meenutav	A	11	4	7
meenutus	S	15	8	7
mees	S	2406	687	1719
meeskond	S	177	159	18
meeskonnaliige	S	5	3	2
meessugu	S	5	2	3
meesterahvas	S	21	7	14
meeter	S	170	112	58
meetod	S	54	40	14
mehaaniline	A	8	6	2
mehelik	A	17	4	13
mehelikkus	S	5	4	1
mehhanism	S	20	15	5
mehhiko	A	6	5	1
mehike	S	21	2	19
mehine	A	12	3	9
meiepoolne	A	7	6	1
meierei	S	6	5	1
meister	S	58	36	22
meisterdama	V	19	8	11
melanhoolne	A	6	3	3
memm	S	7	2	5
menetlus	S	12	10	2
mentaliteet	S	12	8	4
menu	S	6	4	2
menukas	A	5	4	1
menüü	S	6	5	1
merekool	S	6	2	4
merelaevandus	S	5	4	1
meremees	S	31	8	23
mererand	S	10	4	6
meresõitja	S	5	3	2
meretuul	S	6	2	4
merevesi	S	5	2	3
merevägi	S	9	8	1
meri	S	269	70	199
mes	P	11	1	10
mesi	S	121	35	86
mesilane	S	16	10	6
mesinädal	S	5	4	1
mess	S	33	26	7
metall	S	37	25	12
meteoroloogia	S	5	4	1
metoodika	S	13	12	1
metroo	S	6	5	1
metropol	S	5	3	2
mets	S	265	90	175
metsaalune	A/S	7	1	6
metsamees	S	5	1	4
metsatalu	S	5	1	4
metsatukk	S	14	5	9
metsavend	S	14	5	9
metsaülem	A/S	8	4	4
metsik	A	34	10	24
metsikus	S	5	1	4
metskits	S	7	5	2
metskond	S	10	7	3
metsloom	S	9	4	5
metssiga	S	7	5	2
miil	S	21	1	20
miilits	S	31	8	23
miin	S	5	3	2
miinus	S	13	11	2
mikrobuss	S	6	1	5
mikrofon	S	13	7	6
mikroob	S	10	8	2
miks	D	787	270	517
mil	D	130	82	48
miljard	N	187	184	3
miljon	N	843	819	24
miljonär	S	19	10	9
miljöö	S	9	5	4
millal	D	146	57	89
millalgi	D	6	2	4
millegipärast	D	70	17	53
milleks	D	135	58	77
millimeeter	S	11	7	4
milline	P	349	200	149
mina	P/S	14011	3420	10591
mineja	S	10	2	8
minek	S	88	40	48
minema	V	3115	1027	2088
minemine	S	7	2	5
minestama	V	8	1	7
minetama	V	6	4	2
minev	A	17	11	6
minevik	S	59	25	34
mingi	P	1099	420	679
mingisugune	P	66	21	45
minimaalne	A	16	15	1
minimaalselt	D	5	3	2
ministeerium	S	86	77	9
minister	S	148	134	14
minusugune	P	17	2	15
minut	S	212	133	79
mis	P	8230	3561	4669
misasja	D	6	1	5
misjonär	S	7	5	2
misjärel	D	13	10	3
miski	P	2276	576	1700
miskipärast	D	30	6	24
mismoodi	D	30	4	26
mispeale	D	17	2	15
miss	S	26	22	4
missioon	S	15	10	5
missugune	P	93	22	71
mistahes	D	20	17	3
mister	S	5	2	3
mistõttu	D	49	41	8
mitmekesi	D	5	2	3
mitmekesine	A	6	5	1
mitmekesisus	S	8	6	2
mitmekordne	A	14	8	6
mitmekordselt	D	10	4	6
mitmene	A	5	2	3
mitmes	P	31	12	19
mitmesugune	P	62	34	28
mitmeti	D	5	3	2
mitte	D	1738	709	1029
mitu	P	790	500	290
mitukümmend	N	14	12	2
mitusada	N	10	8	2
mobiiltelefon	S	44	39	5
mobiliseerima	V	6	4	2
moment	S	33	16	17
mongol	S	8	1	7
monoloog	S	9	2	7
monotoonne	A	6	2	4
monstrum	S	5	1	4
monteerima	V	9	1	8
monument	S	13	10	3
mood	S	98	54	44
moodi	D	50	10	40
moodne	A	54	37	17
moodus	S	9	4	5
moodustama	V	173	141	32
moodustis	S	5	3	2
moodustuma	V	12	10	2
moon	S/S	19	12	7
moonutama	V	13	8	5
moor	S	14	3	11
moos	S	9	2	7
mootor	S	70	35	35
mootorikütus	S	10	9	1
mootorpaat	S	7	1	6
mootorratas	S	21	9	12
moraal	S	13	7	6
moraalitu	A	5	1	4
moraalne	A	24	11	13
moraalselt	D	7	5	2
morn	A	11	2	9
moslem	S	5	4	1
motell	S	5	3	2
motiiv	S	15	10	5
motiveerima	V	5	2	3
moto	S	8	7	1
muda	S	5	2	3
mudel	S	34	29	5
mudilane	S	7	6	1
mugav	A	24	10	14
mugavalt	D	8	3	5
mugavam	A	13	3	10
mugavus	S	18	13	5
muhelema	V	9	1	8
muide	D	64	23	41
muidu	D	249	69	180
muidugi	D	551	159	392
muie	S	28	2	26
muigama	V	77	8	69
muinasjutt	S	19	8	11
muinasjutuline	A	7	4	3
muistne	A	10	5	5
mujal	D	85	48	37
mujale	D	37	14	23
mujalt	D	19	12	7
muld	S	60	7	67
mulje	S	124	56	68
mulk	S/S	7	5	2
mull	S	11	3	8
mullane	A	5	1	4
mullu	D	91	85	6
mullune	A	34	31	3
muna	S	65	17	48
munakivi	S	5	2	3
munakivisillutis	S	8	1	7
munakoor	S	8	5	3
munarakk	S	11	10	1
munder	S	21	3	18
munk	S	25	3	22
murd	S	19	17	2
murdma	V	121	60	61
murduma	V	32	10	22
mure	A/S	193	93	100
murelik	A	19	7	12
muretseja	S	5	2	3
muretsema	V	81	24	57
muretsemine	S	5	4	1
muretu	A	8	3	5
muretult	D	7	2	5
murrang	S	5	4	1
murre	S	15	13	2
muru	S	32	11	21
musi	S	10	4	6
muskel	S	11	4	7
must	A/S	363	108	255
mustama	V	14	6	8
mustanahaline	A	6	4	2
muster	S	17	3	14
musternäide	S	5	4	1
mustus	S	8	2	6
mutike	S	14	4	10
muu	P	701	320	381
muudatus	S	61	51	10
muudkui	D	67	15	52
muuhulgas	D	8	4	4
muukeelne	A	5	3	2
muukima	V	5	3	2
muulane	S	24	21	3
muusa	S	11	2	9
muuseas	D	28	12	16
muuseum	S	123	108	15
muuseumitöötaja	S	5	3	2
muusik	S	26	24	2
muusika	S	187	111	76
muusikakool	S	5	4	1
muusikal	S	17	16	1
muusikaline	A	11	9	2
muutlik	A	13	11	2
muutma	V	317	224	93
muutmine	S	70	69	1
muutuma	V	619	265	354
muutumatu	A	9	1	8
muutumine	S	29	18	11
muutus	S	92	72	20
muutuv	A	20	13	7
mõeldamatu	A	9	6	3
mõeldav	A	20	12	8
mõis	S	73	27	46
mõisahoone	S	6	4	2
mõistagi	D	51	29	22
mõistatama	V	10	1	9
mõistatus	S	10	4	6
mõiste	S	58	45	13
mõistetav	A	24	17	7
mõistetavalt	D	5	3	2
mõistev	A	11	5	6
mõistlik	A	48	23	25
mõistlikkus	S	6	2	4
mõistlikum	A	8	4	4
mõistma	V	424	151	273
mõistmatu	A	5	3	2
mõistmatult	D	5	1	4
mõistmatus	S	10	2	8
mõistmine	S	23	13	10
mõistujutt	S	5	2	3
mõistus	S	96	32	64
mõistvalt	D	7	3	4
mõju	S	85	48	37
mõjukas	A	8	7	1
mõjul	D	17	9	8
mõjuma	V	136	67	69
mõjus	A	5	3	2
mõjusam	A	5	1	4
mõjutama	V	91	79	12
mõjutamine	S	14	10	4
mõjuv	A	14	6	8
mõjuvõim	S	5	4	1
mõlema	P	368	168	200
mõlemapoolne	A	7	4	3
mõlgutama	V	13	2	11
mõmisema	V	5	1	4
mõneti	D	22	10	12
mõnevõrra	D	37	24	13
mõni	P	1599	673	926
mõnikord	D	124	29	95
mõnikümmend	N	14	10	4
mõningad	P	50	26	24
mõningane	P	10	6	4
mõnisada	N	11	8	3
mõnitama	V	12	3	9
mõnu	S	27	5	22
mõnus	A	47	19	28
mõra	S	15	2	13
mõrtsukas	S	24	9	15
mõru	A	12	7	5
mõrv	S	21	19	2
mõrvama	V	15	10	5
mõrvar	S	8	4	4
mõte	S	821	257	564
mõtestama	V	13	6	7
mõtisklema	V	22	9	13
mõtisklus	S	17	6	11
mõtleja	S	5	3	2
mõtlema	V	1214	301	913
mõtlemine	S	54	25	29
mõtlev	A	11	7	4
mõtlik	A	13	1	12
mõtlikult	D	22	1	21
mõtteavaldus	S	5	4	1
mõttekaaslane	S	7	5	2
mõttekäik	S	9	5	4
mõttelaad	S	10	8	2
mõttetu	A	49	19	30
mõttetult	D	8	4	4
mõttetus	S	16	3	13
mõtteviis	S	16	12	4
mõõde	S	27	16	11
mõõdukalt	D	6	3	3
mõõdukas	A	120	115	5
mõõdupuu	S	12	7	5
mõõk	S	36	2	34
mõõt	S	23	5	18
mõõtma	V	66	29	37
mõõtmine	S	15	10	5
mädanema	V	17	6	11
mäetipp	S	10	2	8
mägi	S	156	75	81
mägine	A	6	5	1
mähe	S	6	1	5
mähkima	V	17	1	16
mälestama	V	9	5	4
mälestus	S	110	40	70
mälestusmärk	S	21	17	4
mälestuspäev	S	6	5	1
mäletama	V	272	44	228
mäletamine	S	7	2	5
mälu	S	68	22	46
mäluma	V	10	2	8
mänd	S/S	27	13	14
mänedžer	S	5	1	4
mäng	S	337	241	96
mängija	S	64	52	12
mängima	V	431	237	194
mängimine	S	21	16	5
mängiv	A	7	3	4
mänguasi	S	42	29	13
mänguautomaat	S	5	3	2
mängur	S	5	2	3
mängureegel	S	7	5	2
mänguruum	S	5	4	1
männik	S	35	24	11
männisalu	S	5	2	3
märg	A	84	9	75
märgatav	A	20	12	8
märgatavalt	D	25	20	5
märge	S/S	28	10	18
märgistama	V	12	6	6
märguanne	S	5	1	4
märk	S/S	174	85	89
märkama	V	381	75	306
märkamatu	A	13	4	9
märkamatult	D	35	8	27
märkima	V	286	262	24
märkimisväärne	A	22	20	2
märkmik	S	12	2	10
märksa	D	47	31	16
märksõna	S	15	13	2
märkus	S	32	14	18
märts	S	265	254	11
märtsikuu	S	5	4	1
mäss	S	10	2	8
mässama	V	7	2	5
mässima	V	10	2	8
mätas	S	14	2	12
määr	S	106	81	25
määrama	V	205	134	71
määramatus	S	8	1	7
määramine	S	43	41	2
määratlema	V	25	24	1
määratu	A/D	8	2	6
määrav	A	17	16	1
määre	S	10	9	1
määrima	V	44	20	24
määrus	S	84	83	1
möirgama	V	11	1	10
mölder	S	26	16	10
möll	S	10	2	8
möllama	V	17	9	8
mööbel	S	28	20	8
mööbliese	S	5	3	2
mööda	D	442	103	339
möödaminnes	D	9	2	7
möödanik	S	9	6	3
möödapääsmatu	A	6	4	2
möödas	D	61	17	44
mööduja	S	11	4	7
mööduma	V	193	100	93
möödumine	S	11	10	1
